[2023-06-09 07:56:11,678] ================================================================ (start)
[2023-06-09 07:56:12,639] * Configuring JetBrains YouTrack 2023.1 
[2023-06-09 07:56:12,650] * Made default base-url 'http://localhost:8080/' from hostname 'localhost' and listen port '8080' 
[2023-06-09 07:56:12,672] * JetBrains YouTrack 2023.1 runtime environment is successfully configured 
[2023-06-09 07:56:12,776] * Loading logging configuration from /opt/youtrack/lib/ext/log4j.xml 
[2023-06-09 07:56:12,778] * Redirecting JetBrains YouTrack 2023.1 logging to /opt/youtrack/logs/internal/services/bundleProcess 
[2023-06-09 07:56:13,074] * Configuring Service-Container[bundleProcess] 
[2023-06-09 07:56:13,085] * Configuring Bundle Backend Service 
[2023-06-09 07:56:13,096] * Configuring Configuration Wizard 
[2023-06-09 07:56:13,139] * Starting Service-Container[bundleProcess] 
[2023-06-09 07:56:13,312] * Starting Bundle Backend Service 
[2023-06-09 07:56:15,088] * Starting Configuration Wizard 
[2023-06-09 07:56:15,089] * JetBrains YouTrack 2023.1 Configuration Wizard will listen inside container on {0.0.0.0:8080}/ after start and can be accessed by URL [http://<put-your-docker-HOST-name-here>:<put-host-port-mapped-to-container-port-8080-here>//?wizard_token=ZCy2284FNCcnTAczt8mq] 
[2023-06-09 07:58:23,557] ================================================================ (start)
[2023-06-09 07:58:24,442] * Configuring JetBrains YouTrack 2023.1 
[2023-06-09 07:58:24,444] * JetBrains YouTrack 2023.1 runtime environment is successfully configured 
[2023-06-09 07:58:24,527] * Loading logging configuration from /opt/youtrack/lib/ext/log4j.xml 
[2023-06-09 07:58:24,529] * Redirecting JetBrains YouTrack 2023.1 logging to /opt/youtrack/logs/internal/services/bundleProcess 
[2023-06-09 07:58:24,804] * Configuring Service-Container[bundleProcess] 
[2023-06-09 07:58:24,814] * Configuring Bundle Backend Service 
[2023-06-09 07:58:24,815] * Configuring Configuration Wizard 
[2023-06-09 07:58:24,846] * Starting Service-Container[bundleProcess] 
[2023-06-09 07:58:25,009] * Starting Bundle Backend Service 
[2023-06-09 07:58:26,328] * Starting Configuration Wizard 
[2023-06-09 07:58:26,329] * JetBrains YouTrack 2023.1 Configuration Wizard will listen inside container on {0.0.0.0:8080}/ after start and can be accessed by URL [http://<put-your-docker-HOST-name-here>:<put-host-port-mapped-to-container-port-8080-here>//?wizard_token=PHj01g1iZ7a5Uv30wvhE] 
[2023-06-09 12:53:40,461] ================================================================ (start)
[2023-06-09 12:53:41,508] * Configuring JetBrains YouTrack 2023.1 
[2023-06-09 12:53:41,509] * JetBrains YouTrack 2023.1 runtime environment is successfully configured 
[2023-06-09 12:53:41,581] * Loading logging configuration from /opt/youtrack/lib/ext/log4j.xml 
[2023-06-09 12:53:41,582] * Redirecting JetBrains YouTrack 2023.1 logging to /opt/youtrack/logs/internal/services/bundleProcess 
[2023-06-09 12:53:42,019] * Configuring Service-Container[bundleProcess] 
[2023-06-09 12:53:42,030] * Configuring Bundle Backend Service 
[2023-06-09 12:53:42,052] * Configuring Starting Page Service 
[2023-06-09 12:53:42,063] * Configuring YouTrack Configurator 
[2023-06-09 12:53:42,075] * Configuring Hub 
[2023-06-09 12:53:42,268] * Configuring Bundle Hub Configurator 
[2023-06-09 12:53:42,269] * Configuring YouTrack 
[2023-06-09 12:53:42,442] * Starting Service-Container[bundleProcess] 
[2023-06-09 12:53:42,595] * Starting Bundle Backend Service 
[2023-06-09 12:53:43,927] * Starting Starting Page Service 
[2023-06-09 12:53:43,927] * JetBrains YouTrack 2023.1 will listen inside container on {0.0.0.0:8080}/bundle/starting after start and can be accessed by URL [http://<put-your-docker-HOST-name-here>:<put-host-port-mapped-to-container-port-8080-here>/bundle/starting] 
[2023-06-09 12:53:44,487] * Starting YouTrack Configurator 
[2023-06-09 12:53:45,292] * Starting Hub 
[2023-06-09 12:53:57,286] * Starting Bundle Hub Configurator 
[2023-06-09 12:53:59,566] * Starting YouTrack 
[2023-06-09 12:54:01,540] 12:54:01,525 INFO  [@init servlet   ] [Reflections                   ] [init@] Reflections took 823 ms to scan 38 urls, producing 1859 keys and 68101 values
[2023-06-09 12:54:22,888]  12:54:22,879 INFO  [@init servlet   ] [KLogging                      ] [@] Script [client] created.
[2023-06-09 12:54:22,889]  12:54:22,879 INFO  [@init servlet   ] [KLogging                      ] [@] Script [comment] created.
[2023-06-09 12:54:22,890]  12:54:22,879 INFO  [@init servlet   ] [KLogging                      ] [@] Script [field] created.
[2023-06-09 12:54:22,891]  12:54:22,879 INFO  [@init servlet   ] [KLogging                      ] [@] Script [field_converter] created.
[2023-06-09 12:54:22,891]  12:54:22,879 INFO  [@init servlet   ] [KLogging                      ] [@] Script [field_relation] created.
[2023-06-09 12:54:22,892]  12:54:22,879 INFO  [@init servlet   ] [KLogging                      ] [@] Script [group] created.
[2023-06-09 12:54:22,892]  12:54:22,880 INFO  [@init servlet   ] [KLogging                      ] [@] Script [history] created.
[2023-06-09 12:54:22,893]  12:54:22,880 INFO  [@init servlet   ] [KLogging                      ] [@] Script [issue] created.
[2023-06-09 12:54:22,894]  12:54:22,880 INFO  [@init servlet   ] [KLogging                      ] [@] Script [project] created.
[2023-06-09 12:54:22,895]  12:54:22,880 INFO  [@init servlet   ] [KLogging                      ] [@] Script [project_field_converter] created.
[2023-06-09 12:54:22,896]  12:54:22,880 INFO  [@init servlet   ] [KLogging                      ] [@] Script [query] created.
[2023-06-09 12:54:22,897]  12:54:22,880 INFO  [@init servlet   ] [KLogging                      ] [@] Script [tag] created.
[2023-06-09 12:54:22,898]  12:54:22,880 INFO  [@init servlet   ] [KLogging                      ] [@] Script [user] created.
[2023-06-09 12:54:22,898]  12:54:22,880 INFO  [@init servlet   ] [KLogging                      ] [@] Script [util] created.
[2023-06-09 12:54:22,899]  12:54:22,880 INFO  [@init servlet   ] [KLogging                      ] [@] Script [vote] created.
[2023-06-09 12:54:22,972]  12:54:22,964 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-redmine-client] created
[2023-06-09 12:54:22,973]  12:54:22,964 INFO  [@init servlet   ] [KLogging                      ] [@] Script [connection] created.
[2023-06-09 12:54:22,974]  12:54:22,964 INFO  [@init servlet   ] [KLogging                      ] [@] Script [redmine-client] created.
[2023-06-09 12:54:22,974]  12:54:22,964 INFO  [@init servlet   ] [KLogging                      ] [@] Script [utils] created.
[2023-06-09 12:54:23,026]  12:54:23,019 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-space-client] created
[2023-06-09 12:54:23,027]  12:54:23,020 INFO  [@init servlet   ] [KLogging                      ] [@] Script [space-article-converter] created.
[2023-06-09 12:54:23,028]  12:54:23,020 INFO  [@init servlet   ] [KLogging                      ] [@] Script [space-client] created.
[2023-06-09 12:54:23,028]  12:54:23,020 INFO  [@init servlet   ] [KLogging                      ] [@] Script [space-connection] created.
[2023-06-09 12:54:23,029]  12:54:23,020 INFO  [@init servlet   ] [KLogging                      ] [@] Script [space-issue-converter] created.
[2023-06-09 12:54:23,071]  12:54:23,064 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-spreadsheets-client] created
[2023-06-09 12:54:23,071]  12:54:23,064 INFO  [@init servlet   ] [KLogging                      ] [@] Script [attachment] created.
[2023-06-09 12:54:23,073]  12:54:23,065 INFO  [@init servlet   ] [KLogging                      ] [@] Script [client] created.
[2023-06-09 12:54:23,075]  12:54:23,065 INFO  [@init servlet   ] [KLogging                      ] [@] Script [comment] created.
[2023-06-09 12:54:23,079]  12:54:23,065 INFO  [@init servlet   ] [KLogging                      ] [@] Script [field-converter] created.
[2023-06-09 12:54:23,079]  12:54:23,065 INFO  [@init servlet   ] [KLogging                      ] [@] Script [field-recognizer] created.
[2023-06-09 12:54:23,080]  12:54:23,065 INFO  [@init servlet   ] [KLogging                      ] [@] Script [field] created.
[2023-06-09 12:54:23,081]  12:54:23,065 INFO  [@init servlet   ] [KLogging                      ] [@] Script [issue] created.
[2023-06-09 12:54:23,082]  12:54:23,065 INFO  [@init servlet   ] [KLogging                      ] [@] Script [link] created.
[2023-06-09 12:54:23,083]  12:54:23,065 INFO  [@init servlet   ] [KLogging                      ] [@] Script [old-issue] created.
[2023-06-09 12:54:23,083]  12:54:23,065 INFO  [@init servlet   ] [KLogging                      ] [@] Script [project-field-converter] created.
[2023-06-09 12:54:23,085]  12:54:23,065 INFO  [@init servlet   ] [KLogging                      ] [@] Script [project] created.
[2023-06-09 12:54:23,087]  12:54:23,065 INFO  [@init servlet   ] [KLogging                      ] [@] Script [type-conversation] created.
[2023-06-09 12:54:23,088]  12:54:23,065 INFO  [@init servlet   ] [KLogging                      ] [@] Script [user] created.
[2023-06-09 12:54:23,089]  12:54:23,065 INFO  [@init servlet   ] [KLogging                      ] [@] Script [util] created.
[2023-06-09 12:54:23,110]  12:54:23,105 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-youtrack-client] created
[2023-06-09 12:54:23,112]  12:54:23,106 INFO  [@init servlet   ] [KLogging                      ] [@] Script [youtrack-articles-history] created.
[2023-06-09 12:54:23,114]  12:54:23,106 INFO  [@init servlet   ] [KLogging                      ] [@] Script [youtrack-articles] created.
[2023-06-09 12:54:23,115]  12:54:23,106 INFO  [@init servlet   ] [KLogging                      ] [@] Script [youtrack-client] created.
[2023-06-09 12:54:23,116]  12:54:23,106 INFO  [@init servlet   ] [KLogging                      ] [@] Script [youtrack-common-objects] created.
[2023-06-09 12:54:23,116]  12:54:23,106 INFO  [@init servlet   ] [KLogging                      ] [@] Script [youtrack-issues-fields] created.
[2023-06-09 12:54:23,117]  12:54:23,106 INFO  [@init servlet   ] [KLogging                      ] [@] Script [youtrack-issues-history] created.
[2023-06-09 12:54:23,117]  12:54:23,106 INFO  [@init servlet   ] [KLogging                      ] [@] Script [youtrack-issues] created.
[2023-06-09 12:54:23,118]  12:54:23,106 INFO  [@init servlet   ] [KLogging                      ] [@] Script [youtrack-project] created.
[2023-06-09 12:54:23,119]  12:54:23,106 INFO  [@init servlet   ] [KLogging                      ] [@] Script [youtrack-uri-creator] created.
[2023-06-09 12:54:23,120]  12:54:23,106 INFO  [@init servlet   ] [KLogging                      ] [@] Script [youtrack-utils] created.
[2023-06-09 12:54:23,120]  12:54:23,117 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-wiki-to-markdown-converter] created
[2023-06-09 12:54:23,121]  12:54:23,117 INFO  [@init servlet   ] [KLogging                      ] [@] Script [converter] created.
[2023-06-09 12:54:23,203]  12:54:23,198 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-zendesk-client] created
[2023-06-09 12:54:23,203]  12:54:23,198 INFO  [@init servlet   ] [KLogging                      ] [@] Script [agreement] created.
[2023-06-09 12:54:23,204]  12:54:23,198 INFO  [@init servlet   ] [KLogging                      ] [@] Script [connection] created.
[2023-06-09 12:54:23,205]  12:54:23,198 INFO  [@init servlet   ] [KLogging                      ] [@] Script [on-imported-issue-update] created.
[2023-06-09 12:54:23,205]  12:54:23,198 INFO  [@init servlet   ] [KLogging                      ] [@] Script [zendesk-client-common] created.
[2023-06-09 12:54:23,206]  12:54:23,198 INFO  [@init servlet   ] [KLogging                      ] [@] Script [zendesk-client] created.
[2023-06-09 12:54:23,206]  12:54:23,198 INFO  [@init servlet   ] [KLogging                      ] [@] Script [zendesk-integration-client] created.
[2023-06-09 12:54:23,237]  12:54:23,227 INFO  [@init servlet   ] [KLogging                      ] [@] New autoAttached script package [@jetbrains/youtrack-workflow-assignee-visibility-group] created
[2023-06-09 12:54:23,238]  12:54:23,228 INFO  [@init servlet   ] [KLogging                      ] [@] Script [assignee-not-in-group] created.
[2023-06-09 12:54:24,991]  12:54:24,980 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-auto-raise-priority] created
[2023-06-09 12:54:24,992]  12:54:24,980 INFO  [@init servlet   ] [KLogging                      ] [@] Script [from-normal-to-major-in-7-days] created.
[2023-06-09 12:54:24,993]  12:54:24,980 INFO  [@init servlet   ] [KLogging                      ] [@] Script [from-major-to-critical-in-10-days] created.
[2023-06-09 12:54:24,994]  12:54:24,980 INFO  [@init servlet   ] [KLogging                      ] [@] Script [from-critical-to-show-stopper-in-12-days] created.
[2023-06-09 12:54:25,147]  12:54:25,145 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-clear-fix-versions] created
[2023-06-09 12:54:25,147]  12:54:25,145 INFO  [@init servlet   ] [KLogging                      ] [@] Script [clear-fix-versions] created.
[2023-06-09 12:54:25,158]  12:54:25,152 INFO  [@init servlet   ] [KLogging                      ] [@] New autoAttached script package [@jetbrains/youtrack-workflow-clone-issue] created
[2023-06-09 12:54:25,158]  12:54:25,153 INFO  [@init servlet   ] [KLogging                      ] [@] Script [clone-to-draft] created.
[2023-06-09 12:54:25,159]  12:54:25,153 INFO  [@init servlet   ] [KLogging                      ] [@] Script [clone] created.
[2023-06-09 12:54:25,220]  12:54:25,213 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-comments] created
[2023-06-09 12:54:25,220]  12:54:25,213 INFO  [@init servlet   ] [KLogging                      ] [@] Script [no-comments-for-verified] created.
[2023-06-09 12:54:25,221]  12:54:25,217 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-default-description] created
[2023-06-09 12:54:25,221]  12:54:25,217 INFO  [@init servlet   ] [KLogging                      ] [@] Script [default-description] created.
[2023-06-09 12:54:25,222]  12:54:25,221 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-dependencies] created
[2023-06-09 12:54:25,222]  12:54:25,221 INFO  [@init servlet   ] [KLogging                      ] [@] Script [fix-with-unresolved-links] created.
[2023-06-09 12:54:25,232]  12:54:25,231 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-due-date] created
[2023-06-09 12:54:25,233]  12:54:25,231 INFO  [@init servlet   ] [KLogging                      ] [@] Script [notify-assignee-on-overdue] created.
[2023-06-09 12:54:25,234]  12:54:25,231 INFO  [@init servlet   ] [KLogging                      ] [@] Script [require-due-date] created.
[2023-06-09 12:54:25,245]  12:54:25,244 INFO  [@init servlet   ] [KLogging                      ] [@] New autoAttached script package [@jetbrains/youtrack-workflow-duplicates] created
[2023-06-09 12:54:25,246]  12:54:25,244 INFO  [@init servlet   ] [KLogging                      ] [@] Script [flatten-duplicates-structure] created.
[2023-06-09 12:54:25,246]  12:54:25,244 INFO  [@init servlet   ] [KLogging                      ] [@] Script [issue-in-duplicate-state-must-have-duplicates-link] created.
[2023-06-09 12:54:25,246]  12:54:25,244 INFO  [@init servlet   ] [KLogging                      ] [@] Script [raise-priority-when-duplicate-added] created.
[2023-06-09 12:54:25,247]  12:54:25,244 INFO  [@init servlet   ] [KLogging                      ] [@] Script [reopen-issue-when-last-duplicate-removed] created.
[2023-06-09 12:54:25,247]  12:54:25,244 INFO  [@init servlet   ] [KLogging                      ] [@] Script [set-to-duplicate-when-have-duplicates-link] created.
[2023-06-09 12:54:25,258]  12:54:25,257 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-forgotten-attachment] created
[2023-06-09 12:54:25,259]  12:54:25,257 INFO  [@init servlet   ] [KLogging                      ] [@] Script [attach-file-comment] created.
[2023-06-09 12:54:25,260]  12:54:25,257 INFO  [@init servlet   ] [KLogging                      ] [@] Script [attach-file-description] created.
[2023-06-09 12:54:25,261]  12:54:25,257 INFO  [@init servlet   ] [KLogging                      ] [@] Script [attach-file-utils] created.
[2023-06-09 12:54:25,282]  12:54:25,275 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-helpdesk] created
[2023-06-09 12:54:25,283]  12:54:25,275 INFO  [@init servlet   ] [KLogging                      ] [@] Script [duplicate] created.
[2023-06-09 12:54:25,285]  12:54:25,275 INFO  [@init servlet   ] [KLogging                      ] [@] Script [merge-tickets] created.
[2023-06-09 12:54:25,285]  12:54:25,275 INFO  [@init servlet   ] [KLogging                      ] [@] Script [pending-ticket-retention] created.
[2023-06-09 12:54:25,287]  12:54:25,275 INFO  [@init servlet   ] [KLogging                      ] [@] Script [reopen-on-reporter-reply] created.
[2023-06-09 12:54:25,288]  12:54:25,275 INFO  [@init servlet   ] [KLogging                      ] [@] Script [ticket-from-comment] created.
[2023-06-09 12:54:25,381]  12:54:25,375 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-issue-properties-combinations] created
[2023-06-09 12:54:25,382]  12:54:25,375 INFO  [@init servlet   ] [KLogging                      ] [@] Script [denied-combinations] created.
[2023-06-09 12:54:25,382]  12:54:25,381 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-kanban] created
[2023-06-09 12:54:25,383]  12:54:25,381 INFO  [@init servlet   ] [KLogging                      ] [@] Script [allow-moving-ready-to-pull-only] created.
[2023-06-09 12:54:25,383]  12:54:25,381 INFO  [@init servlet   ] [KLogging                      ] [@] Script [assign-on-move] created.
[2023-06-09 12:54:25,394]  12:54:25,393 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-notify-reporter-to-approve-fix] created
[2023-06-09 12:54:25,395]  12:54:25,393 INFO  [@init servlet   ] [KLogging                      ] [@] Script [notify-reporter-to-approve-fix] created.
[2023-06-09 12:54:25,396]  12:54:25,393 INFO  [@init servlet   ] [KLogging                      ] [@] Script [state-lifecycle-with-verification-by-reporter] created.
[2023-06-09 12:54:25,407]  12:54:25,402 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-notify-when-dependency-resolved] created
[2023-06-09 12:54:25,407]  12:54:25,402 INFO  [@init servlet   ] [KLogging                      ] [@] Script [notify-when-dependency-resolved] created.
[2023-06-09 12:54:25,418]  12:54:25,410 INFO  [@init servlet   ] [KLogging                      ] [@] New autoAttached script package [@jetbrains/youtrack-workflow-one-vote-comment] created
[2023-06-09 12:54:25,418]  12:54:25,410 INFO  [@init servlet   ] [KLogging                      ] [@] Script [vote-for-issue] created.
[2023-06-09 12:54:25,430]  12:54:25,424 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-pomodoro-timer] created
[2023-06-09 12:54:25,431]  12:54:25,424 INFO  [@init servlet   ] [KLogging                      ] [@] Script [dont-change-reason-manually] created.
[2023-06-09 12:54:25,431]  12:54:25,424 INFO  [@init servlet   ] [KLogging                      ] [@] Script [pomodoro-countdown] created.
[2023-06-09 12:54:25,431]  12:54:25,424 INFO  [@init servlet   ] [KLogging                      ] [@] Script [pomodoro-states] created.
[2023-06-09 12:54:25,442]  12:54:25,438 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-profanity-blocker] created
[2023-06-09 12:54:25,443]  12:54:25,438 INFO  [@init servlet   ] [KLogging                      ] [@] Script [profanity-blocker] created.
[2023-06-09 12:54:25,444]  12:54:25,438 INFO  [@init servlet   ] [KLogging                      ] [@] Script [profanity-common] created.
[2023-06-09 12:54:25,455]  12:54:25,447 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-referred-issues] created
[2023-06-09 12:54:25,456]  12:54:25,447 INFO  [@init servlet   ] [KLogging                      ] [@] Script [add-refers-link-to-mentioned-issues] created.
[2023-06-09 12:54:25,456]  12:54:25,453 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-replace-links] created
[2023-06-09 12:54:25,456]  12:54:25,453 INFO  [@init servlet   ] [KLogging                      ] [@] Script [replace-links] created.
[2023-06-09 12:54:25,467]  12:54:25,460 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-resolved-votes] created
[2023-06-09 12:54:25,467]  12:54:25,461 INFO  [@init servlet   ] [KLogging                      ] [@] Script [no-votes-for-resolved] created.
[2023-06-09 12:54:25,478]  12:54:25,473 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-scrum] created
[2023-06-09 12:54:25,479]  12:54:25,474 INFO  [@init servlet   ] [KLogging                      ] [@] Script [assign-on-move] created.
[2023-06-09 12:54:25,479]  12:54:25,474 INFO  [@init servlet   ] [KLogging                      ] [@] Script [fix-parent-on-subtasks-resolve] created.
[2023-06-09 12:54:25,480]  12:54:25,474 INFO  [@init servlet   ] [KLogging                      ] [@] Script [no-ideal-days-for-epics] created.
[2023-06-09 12:54:25,480]  12:54:25,474 INFO  [@init servlet   ] [KLogging                      ] [@] Script [no-story-points-for-tasks] created.
[2023-06-09 12:54:25,480]  12:54:25,474 INFO  [@init servlet   ] [KLogging                      ] [@] Script [open-parent-on-subtask-open] created.
[2023-06-09 12:54:25,501]  12:54:25,491 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-scrum-2] created
[2023-06-09 12:54:25,502]  12:54:25,491 INFO  [@init servlet   ] [KLogging                      ] [@] Script [assign-on-move] created.
[2023-06-09 12:54:25,503]  12:54:25,491 INFO  [@init servlet   ] [KLogging                      ] [@] Script [fix-parent-on-subtasks-resolve] created.
[2023-06-09 12:54:25,503]  12:54:25,491 INFO  [@init servlet   ] [KLogging                      ] [@] Script [open-parent-on-subtask-open] created.
[2023-06-09 12:54:25,504]  12:54:25,498 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-set-fix-versions] created
[2023-06-09 12:54:25,504]  12:54:25,498 INFO  [@init servlet   ] [KLogging                      ] [@] Script [assert-fix-versions] created.
[2023-06-09 12:54:25,515]  12:54:25,507 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-slack-notifications-simple] created
[2023-06-09 12:54:25,516]  12:54:25,507 INFO  [@init servlet   ] [KLogging                      ] [@] Script [send-to-slack] created.
[2023-06-09 12:54:25,516]  12:54:25,515 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-spam] created
[2023-06-09 12:54:25,516]  12:54:25,515 INFO  [@init servlet   ] [KLogging                      ] [@] Script [close-spam-ticket] created.
[2023-06-09 12:54:25,517]  12:54:25,515 INFO  [@init servlet   ] [KLogging                      ] [@] Script [delete-spam-after-month] created.
[2023-06-09 12:54:25,528]  12:54:25,525 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-standalone-work-timer] created
[2023-06-09 12:54:25,528]  12:54:25,525 INFO  [@init servlet   ] [KLogging                      ] [@] Script [start-timer] created.
[2023-06-09 12:54:25,528]  12:54:25,525 INFO  [@init servlet   ] [KLogging                      ] [@] Script [stop-timer] created.
[2023-06-09 12:54:25,539]  12:54:25,532 INFO  [@init servlet   ] [KLogging                      ] [@] New autoAttached script package [@jetbrains/youtrack-workflow-subsystem-assignee] created
[2023-06-09 12:54:25,540]  12:54:25,532 INFO  [@init servlet   ] [KLogging                      ] [@] Script [set-assignee] created.
[2023-06-09 12:54:25,550]  12:54:25,541 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-subtask-inherit-assignee] created
[2023-06-09 12:54:25,552]  12:54:25,541 INFO  [@init servlet   ] [KLogging                      ] [@] Script [inherit-assignee] created.
[2023-06-09 12:54:25,553]  12:54:25,541 INFO  [@init servlet   ] [KLogging                      ] [@] Script [update-assignee] created.
[2023-06-09 12:54:25,553]  12:54:25,550 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-subtask-inherit-fix-versions] created
[2023-06-09 12:54:25,553]  12:54:25,550 INFO  [@init servlet   ] [KLogging                      ] [@] Script [copy-values] created.
[2023-06-09 12:54:25,554]  12:54:25,550 INFO  [@init servlet   ] [KLogging                      ] [@] Script [inherit-fix-versions] created.
[2023-06-09 12:54:25,554]  12:54:25,550 INFO  [@init servlet   ] [KLogging                      ] [@] Script [update-fix-versions] created.
[2023-06-09 12:54:25,565]  12:54:25,561 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-subtask-inherit-subsystem] created
[2023-06-09 12:54:25,565]  12:54:25,561 INFO  [@init servlet   ] [KLogging                      ] [@] Script [inherit-subsystem] created.
[2023-06-09 12:54:25,565]  12:54:25,561 INFO  [@init servlet   ] [KLogging                      ] [@] Script [update-subsystem] created.
[2023-06-09 12:54:25,576]  12:54:25,568 INFO  [@init servlet   ] [KLogging                      ] [@] New autoAttached script package [@jetbrains/youtrack-workflow-subtasks] created
[2023-06-09 12:54:25,577]  12:54:25,568 INFO  [@init servlet   ] [KLogging                      ] [@] Script [fix-parent-on-subtasks-resolve] created.
[2023-06-09 12:54:25,577]  12:54:25,568 INFO  [@init servlet   ] [KLogging                      ] [@] Script [open-parent-on-subtask-open] created.
[2023-06-09 12:54:25,577]  12:54:25,574 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-task-assignee] created
[2023-06-09 12:54:25,578]  12:54:25,574 INFO  [@init servlet   ] [KLogging                      ] [@] Script [task-assignee] created.
[2023-06-09 12:54:25,589]  12:54:25,583 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-time-management] created
[2023-06-09 12:54:25,589]  12:54:25,583 INFO  [@init servlet   ] [KLogging                      ] [@] Script [time-management] created.
[2023-06-09 12:54:25,590]  12:54:25,589 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-untag-on-reopen] created
[2023-06-09 12:54:25,591]  12:54:25,589 INFO  [@init servlet   ] [KLogging                      ] [@] Script [untag-on-reopen] created.
[2023-06-09 12:54:25,601]  12:54:25,598 INFO  [@init servlet   ] [KLogging                      ] [@] New autoAttached script package [@jetbrains/youtrack-workflow-update-fix-build] created
[2023-06-09 12:54:25,602]  12:54:25,598 INFO  [@init servlet   ] [KLogging                      ] [@] Script [clear-on-unresolve] created.
[2023-06-09 12:54:25,602]  12:54:25,598 INFO  [@init servlet   ] [KLogging                      ] [@] Script [copy-from-duplicated-issue] created.
[2023-06-09 12:54:25,603]  12:54:25,598 INFO  [@init servlet   ] [KLogging                      ] [@] Script [set-to-duplicate] created.
[2023-06-09 12:54:25,614]  12:54:25,605 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-watcher-by-votes] created
[2023-06-09 12:54:25,614]  12:54:25,605 INFO  [@init servlet   ] [KLogging                      ] [@] Script [add-project-leader] created.
[2023-06-09 12:54:25,655]  12:54:25,649 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-wont-fix-build] created
[2023-06-09 12:54:25,656]  12:54:25,649 INFO  [@init servlet   ] [KLogging                      ] [@] Script [set-build-to-never] created.
[2023-06-09 12:54:25,667]  12:54:25,657 INFO  [@init servlet   ] [KLogging                      ] [@] New script package [@jetbrains/youtrack-workflow-work-timer] created
[2023-06-09 12:54:25,668]  12:54:25,657 INFO  [@init servlet   ] [KLogging                      ] [@] Script [start-timer] created.
[2023-06-09 12:54:25,668]  12:54:25,657 INFO  [@init servlet   ] [KLogging                      ] [@] Script [stop-timer] created.
[2023-06-09 12:54:25,669]  12:54:25,662 INFO  [@init servlet   ] [DnqUtils                      ] [@] Init indexes for unique properties and composite keys
[2023-06-09 12:54:25,690]  12:54:25,685 INFO  [@init servlet   ] [YouTrackWarmUp                ] [@] EntityIterableCache warm-up started
[2023-06-09 12:54:25,711]  12:54:25,707 INFO  [@init servlet   ] [YouTrackWarmUp                ] [@] EntityIterableCache warm-up took 22 ms.
